tfin-2-a tfin-9-a tfin-9-b tfin-9-c tfin-2-b tfin-2-c tfin-6-a tfin-6-b tfin-6-c
ASV_0038 3.28231870279023 -2.12185732319062 -2.46380620669207 -1.90534634620681 3.33985741988238 3.68511858386132 4.0360212869721 4.23077870103326 3.83373632641427
ASV_0039 3.3645568010272 3.31814124207717 2.81779654998965 3.06709142668113 3.61551091646855 3.48658921684051 3.00972965988362 3.08479315435767 3.24779553190244
ASV_0040 4.42289519055737 -2.12185732319062 -2.46380620669207 -1.90534634620681 4.46704308099455 4.09592844012837 4.46346530179904 4.48391567973167 3.91997758399734
ASV_0041 3.85410502634591 4.24240014360051 2.98964680691631 4.18675712454707 2.87851185337976 3.58368034101583 3.38209481956544 3.47924320223516 2.22890671706637
ASV_0042 2.44607067858961 3.29111256968925 1.29797079624524 3.32781768914439 0.386684760747185 0.430232321470088 2.41821512486749 1.9576074932455 2.59928050536326
ASV_0043 2.04608503624607 2.6895325826548 3.60055588923928 3.1487694576954 1.15987464898067 1.98837693951664 1.16545215637212 0.556714332704461 2.32734678987962
ASV_0046 1.74187366184308 4.92223154818468 3.8574104978958 3.67129112122458 2.48674558962976 1.5006737331715 3.21124566393372 3.3144879691591 2.89289731333486
ASV_0047 4.2099731933147 -0.999346871459137 -2.46380620669207 -1.90534634620681 4.08386301767582 4.31351285803258 4.09899608613349 4.05322189417094 4.21662359730447
ASV_0048 2.60804000653467 1.77324185078064 2.4655759564003 2.35243804090022 2.47648908946257 2.56044618852335 2.62269825346429 2.6361558743843 1.99710510300904
ASV_0049 3.05320498448952 2.71422519524517 2.75325802885208 2.58423965495755 2.97068231317942 3.04519209950629 2.44311267648921 2.59103543910383 2.53368322287745
ASV_0050 2.6625989907851 2.58417206699697 3.48722720393228 3.92647402628341 1.73041950744828 2.79735593560171 0.730134085114273 -0.0792744340155362 -0.445241932360162
ASV_0051 2.84786605780882 1.89102488643703 2.37248553333429 2.16138280413751 2.40158778128945 3.00792070470906 1.96982497204229 2.28784918011608 1.92188168177145
ASV_0052 0.879650151239203 3.68278435566508 3.76485894053056 4.16570371534924 1.03727232688833 1.12337950203003 0.774585847685107 0.719233262202235 1.05883546441611
ASV_0053 1.69641128776633 -0.306199690899192 2.24243240508609 -1.90534634620681 1.90911129619166 1.89656939026352 1.53091192986658 1.9576074932455 1.75198264497606
ASV_0054 0.333106444871134 -2.12185732319062 -1.34108653337002 -1.90534634620681 -0.999609600372706 -0.445236415883812 0.730134085114273 0.81454344200656 0.596211942467999
ASV_0055 0.333106444871134 -2.12185732319062 -0.242474244701912 -1.90534634620681 -0.30646241981276 -0.108764179262598 -0.0583232752499967 0.121396261446615 -0.039776824251998
ASV_0056 1.69641128776633 -0.306199690899192 0.0452078277498682 -1.90534634620681 0.9928205643175 1.58291183140847 0.123998281543958 0.431551189750454 0.402055928027041
ASV_0057 3.26792996533813 -2.12185732319062 -2.46380620669207 -1.90534634620681 3.29084984077569 3.62890543902077 2.90694979081929 2.68634561890815 2.79343651980422
ASV_0058 -0.455350915493137 2.71422519524517 2.4655759564003 3.31128838719317 0.609828312061395 -0.668379967198021 0.857967456624158 1.33441890129247 1.19698580289693
ASV_0059 0.979733609796186 1.19787770587708 3.27403398347124 1.78189318243261 0.946300548682608 2.00576868222851 1.99580045844555 1.86663571503978 1.5696610881821
ASV_0060 1.36919837655791 -2.12185732319062 1.14382011641798 -1.90534634620681 1.12065393582739 1.24116253768642 1.16545215637212 1.53016347841856 1.54718823233004
ASV_0061 -0.678494466807347 0.386947489660754 0.0452078277498682 -1.90534634620681 0.299673383757555 0.430232321470088 0.0369869045543281 0.431551189750454 0.327947955873319
ASV_0062 2.02955573429486 0.610091040974964 0.450672935858034 -0.783056175028927 2.23251145124552 2.42266248616029 3.36593937934316 3.65042701461866 3.40135326774553
ASV_0063 2.6447413733851 -2.12185732319062 -0.242474244701912 -1.90534634620681 2.61130831227152 2.82812759426846 4.31238959952361 4.31791444839802 4.13802341823988
ASV_0065 3.17165313490271 3.51151263505771 4.43346501217439 3.29448126887679 3.27705651864335 2.98227827409572 1.16545215637212 0.858995204577394 1.16419598007394
ASV_0066 1.99565418261918 4.53008221605229 5.37308399653945 4.65936153549287 2.92565863180546 1.87715130440641 1.37676125003933 -3.39998912356574 0.981874423279984
ASV_0067 0.930943445626754 -0.999346871459137 1.83696729697792 1.51952891796512 0.846217090125625 0.835697429578253 0.89718816977744 0.768023426371667 0.327947955873319
ASV_0068 0.930943445626754 0.386947489660754 0.268351379064079 0.603238186090964 1.85302182954061 1.27753018185729 -1.6677611876841 -0.330588862296443 -0.627563489154117
ASV_0069 1.59877281820241 -0.306199690899192 -0.647939352810077 -1.90534634620681 1.7084406007295 1.6588977383864 0.683614069479381 1.55214238513734 0.327947955873319
ASV_0070 -1.37164164736729 1.77324185078064 1.65464574018397 2.97814394066464 -1.40507470848087 0.0247672133619243 0.529463389652122 0.0260860816422896 0.247905248199783
ASV_0071 0.333106444871134 3.07819057244658 3.36844366794231 4.31681025279527 0.20436320395323 0.343220944480459 0.411680353995739 1.33441890129247 1.19698580289693
ASV_0072 0.333106444871134 3.46656124719545 2.37248553333429 3.97053401607744 0.299673383757555 -3.17810942886306 0.529463389652122 0.121396261446615 0.0655836914058288
ASV_0073 2.30465902453978 2.09169558189918 2.15542102809646 2.05015716902729 2.43437760411244 2.32735230635597 1.76622601680105 1.74885267938339 2.1938153972551
ASV_0074 1.15408699694096 -2.12185732319062 0.604823615685291 0.315556113639184 0.846217090125625 1.0363681250404 -0.0583232752499967 -0.667061098917655 -0.627563489154117
ASV_0075 2.15471887724887 2.04517556626429 1.60335244579642 1.78189318243261 2.1644579880005 2.35204491894634 1.68214289959051 1.85063537369334 1.99710510300904
ASV_0076 1.82703147018339 -2.12185732319062 -2.46380620669207 -1.90534634620681 2.1644579880005 2.13498041370851 0.583530610922399 1.01933785465257 1.19698580289693
ASV_0077 -1.37164164736729 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -2.05467432831791 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0078 -2.06478882792724 5.14912142445851 3.94211719536797 4.27318963031938 -3.22170099916313 -2.05467432831791 2.55907255758408 2.90528453894033 2.42643769252385
ASV_0079 1.46157169668892 -2.12185732319062 -0.647939352810077 -1.90534634620681 1.68596774487745 1.55624358432631 0.0369869045543281 -0.890204650231865 -0.850707040468327
ASV_0080 -1.37164164736729 5.25062837080035 4.07055951848502 5.6055052305167 -0.711927527920924 -1.36152714775797 1.32797108586989 1.69379290220037 2.32734678987962
ASV_0081 1.19330771009424 -0.999346871459137 -0.647939352810077 -1.90534634620681 0.946300548682608 0.343220944480459 0.204040989217495 0.942376813516445 0.327947955873319
ASV_0082 -1.37164164736729 2.21952895340906 1.91701000465146 2.10731558286724 -1.40507470848087 -2.05467432831791 -0.163683790907823 -0.890204650231865 -0.157559859908382
ASV_0083 -0.273029358699182 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.20436320395323 -1.36152714775797 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0084 -2.06478882792724 2.93247876126519 2.5907390993543 2.05015716902729 -0.711927527920924 -0.956062039649803 -1.26229607957593 -0.19705746967192 -0.291091252532905
ASV_0085 1.46157169668892 -2.12185732319062 -2.46380620669207 -1.90534634620681 1.48529704941529 0.430232321470088 1.04028901341811 1.01933785465257 0.898492814340933
ASV_0086 3.38194854373907 -2.12185732319062 -2.46380620669207 -1.90534634620681 3.06083341017371 3.00792070470906 0.529463389652122 1.18923689144797 0.0655836914058288
ASV_0087 1.86703680479709 -2.12185732319062 -2.46380620669207 -1.90534634620681 1.56533975708883 0.989848109405511 1.3026532778856 0.0260860816422896 -0.039776824251998
ASV_0088 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0089 1.33640855373492 -2.12185732319062 -2.46380620669207 -1.90534634620681 1.39828567242566 1.41106157448181 1.25000954440018 1.85063537369334 1.13029442839826
ASV_0090 1.46157169668892 -2.12185732319062 0.268351379064079 -1.90534634620681 0.946300548682608 1.37931287616723 -1.6677611876841 -3.39998912356574 -3.3605135176224
ASV_0091 2.4890880636733 -2.12185732319062 -2.46380620669207 -1.90534634620681 2.55573846111671 1.87715130440641 1.3026532778856 1.41238044276218 1.28935912302794
ASV_0092 -0.678494466807347 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.488783976606715 -0.668379967198021 -1.26229607957593 -3.39998912356574 -1.54385422102827
ASV_0093 2.23927626527693 -0.306199690899192 0.450672935858034 -1.90534634620681 2.09143285298561 2.48862045395209 2.02111826642984 2.51099273143029 2.39772758664142
ASV_0095 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.488783976606715 -0.956062039649803 -1.6677611876841 -1.58335183079181 -1.13838911292011
ASV_0096 -3.1881689137771 2.85080073025092 1.49212681068619 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0097 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -0.956062039649803 1.69953464230238 2.04098910218455 1.50066821669515
ASV_0099 1.57279733179915 1.48555977832886 1.54928522452614 1.29638536665091 1.68596774487745 1.72951530560035 1.51029264266385 1.38706263477789 1.37391651105601
ASV_0100 -0.118878678871924 1.77324185078064 1.49212681068619 2.05015716902729 -0.488783976606715 1.47168619629825 0.583530610922399 0.556714332704461 -0.157559859908382
ASV_0101 2.18370641412212 -2.12185732319062 -0.647939352810077 -1.90534634620681 1.9793155548649 2.47792516483534 1.69953464230238 0.667939967814685 0.653370356307947
ASV_0102 -0.273029358699182 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.299673383757555 -0.262914859089857 0.0369869045543281 -1.17788672268365 -1.13838911292011
ASV_0103 0.643261373174973 1.89102488643703 1.22386282409151 1.51952891796512 0.897510384513176 0.835697429578253 0.971296141931162 0.858995204577394 1.16419598007394
ASV_0104 1.90550308562488 2.33285763871607 2.5507337647406 1.51952891796512 0.609828312061395 1.89656939026352 1.42328126567422 1.91315573067467 2.09373193869811
ASV_0105 0.132435749408982 0.610091040974964 1.83696729697792 1.98953254721085 -0.999609600372706 0.142550249018306 -0.414998219188729 -0.890204650231865 0.327947955873319
ASV_0106 0.0146527137525982 0.610091040974964 2.15542102809646 1.00870329419913 0.20436320395323 0.343220944480459 1.84378425114692 1.69379290220037 1.8234416089582
ASV_0107 -0.118878678871924 -0.306199690899192 0.0452078277498682 -1.90534634620681 0.609828312061395 -0.445236415883812 -2.36090836824404 -0.4847395421237 -0.157559859908382
ASV_0108 -1.37164164736729 1.9450921077073 0.450672935858034 0.315556113639184 -0.999609600372706 -1.36152714775797 -1.6677611876841 -1.17788672268365 -0.627563489154117
ASV_0109 -1.37164164736729 1.77324185078064 -2.46380620669207 -1.90534634620681 -0.711927527920924 -0.956062039649803 0.204040989217495 0.0260860816422896 -0.157559859908382
ASV_0110 0.132435749408982 3.20534574793183 2.50906106834004 2.71345138643755 -0.30646241981276 -0.445236415883812 0.774585847685107 1.50769062256651 1.77033178364425
ASV_0112 1.36919837655791 0.610091040974964 0.738355008309814 -1.90534634620681 0.609828312061395 1.24116253768642 2.47537353870744 2.8939849836864 2.29559809156504
ASV_0113 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.488783976606715 -0.445236415883812 0.0369869045543281 -0.4847395421237 -3.3605135176224
ASV_0115 -0.455350915493137 -2.12185732319062 0.0452078277498682 -1.90534634620681 -0.711927527920924 -3.17810942886306 -0.751470455809941 -1.17788672268365 -1.54385422102827
ASV_0116 1.11326500242071 -2.12185732319062 0.738355008309814 -1.90534634620681 0.897510384513176 1.31262150166856 0.857967456624158 1.1246983703104 0.981874423279984
ASV_0119 1.11326500242071 1.30323822153491 0.856138043966197 1.00870329419913 1.48529704941529 1.41106157448181 0.971296141931162 0.858995204577394 1.42656024454143
ASV_0120 1.11326500242071 1.30323822153491 1.05680873942835 -1.90534634620681 1.33576531544433 1.44183323314857 0.934928497760287 1.01933785465257 0.898492814340933
ASV_0121 2.1095984419684 -2.12185732319062 -0.242474244701912 -1.90534634620681 1.9793155548649 2.11971294157772 0.0369869045543281 0.496089710888025 -0.291091252532905
ASV_0122 1.92419521863704 -2.12185732319062 -2.46380620669207 -0.783056175028927 -1.40507470848087 2.08846039807362 0.529463389652122 0.719233262202235 0.471048799513992
ASV_0123 0.333106444871134 5.93796720976455 3.60767335700815 1.16285397402639 1.23398262113439 -3.17810942886306 -3.48444248761427 -3.39998912356574 -0.157559859908382
ASV_0124 -0.678494466807347 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -3.17810942886306 -0.974614007124152 -0.667061098917655 -0.627563489154117
ASV_0125 0.333106444871134 1.30323822153491 1.7034359043534 -1.90534634620681 -1.40507470848087 -0.108764179262598 -0.281466826564206 -1.58335183079181 0.327947955873319
ASV_0126 0.333106444871134 1.39854840133923 1.65464574018397 1.70185047475907 -0.711927527920924 -0.108764179262598 -1.6677611876841 -3.39998912356574 0.535587320651564
ASV_0127 1.11326500242071 1.0800946702207 0.604823615685291 0.315556113639184 1.48529704941529 1.12337950203003 0.683614069479381 0.81454344200656 1.16419598007394
ASV_0128 -0.678494466807347 -0.999346871459137 -0.647939352810077 -1.90534634620681 0.674366833198966 -0.262914859089857 -2.36090836824404 -1.17788672268365 -1.54385422102827
ASV_0129 1.15408699694096 -2.12185732319062 -2.46380620669207 -1.90534634620681 1.51269602360341 1.24116253768642 2.4348821773527 2.41484887087739 1.77033178364425
ASV_0130 0.0146527137525982 2.46638903134059 2.48755486311907 3.06709142668113 -0.30646241981276 -0.108764179262598 0.0369869045543281 0.613872746544409 0.471048799513992
ASV_0131 -1.37164164736729 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.152311739985501 -0.108764179262598 -0.569148899015988 -0.890204650231865 -1.54385422102827
ASV_0132 -3.1881689137771 3.23475963313812 -2.46380620669207 3.29448126887679 0.20436320395323 -3.17810942886306 -0.569148899015988 -3.39998912356574 -3.3605135176224
ASV_0133 -0.118878678871924 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.30646241981276 0.510275029143624 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0135 -0.118878678871924 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.386684760747185 -0.668379967198021 -1.26229607957593 -0.4847395421237 -1.54385422102827
ASV_0136 -3.1881689137771 -0.999346871459137 0.961498559624023 2.10731558286724 -2.09822188904081 -0.445236415883812 0.204040989217495 0.496089710888025 -0.157559859908382
ASV_0138 1.71940080599102 -2.12185732319062 -2.46380620669207 -1.90534634620681 1.81380111638733 1.63420512579602 1.00638746174243 0.981597526669726 0.898492814340933
ASV_0139 0.132435749408982 0.610091040974964 1.7034359043534 1.41416840230729 -0.711927527920924 0.142550249018306 0.0369869045543281 -0.890204650231865 0.0655836914058288
ASV_0140 0.132435749408982 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.540835440574443 0.247910764676134 1.25000954440018 1.83437485282156 1.19698580289693
ASV_0141 1.11326500242071 2.04517556626429 1.22386282409151 2.43581964983928 1.39828567242566 0.835697429578253 1.42328126567422 0.556714332704461 0.327947955873319
ASV_0142 -0.118878678871924 0.946563277596177 0.450672935858034 1.29638536665091 -0.0187803473609787 -0.668379967198021 -0.974614007124152 -0.667061098917655 -1.13838911292011
ASV_0143 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.281466826564206 -0.667061098917655 0.0655836914058288
ASV_0144 0.825582929968927 -2.12185732319062 0.450672935858034 -1.90534634620681 -0.0187803473609787 0.584383001297346 0.0369869045543281 -0.4847395421237 -0.039776824251998
ASV_0145 -0.678494466807347 -2.12185732319062 -2.46380620669207 -0.0899089944689813 -0.711927527920924 -0.445236415883812 -0.569148899015988 -1.17788672268365 -0.627563489154117
ASV_0146 -2.06478882792724 3.59577297867545 2.5507337647406 3.42163644436204 -3.22170099916313 -1.36152714775797 -0.0583232752499967 -0.667061098917655 0.247905248199783
ASV_0147 -1.37164164736729 2.61157104118509 2.32247511275962 3.34407821001617 -0.711927527920924 0.0247672133619243 -0.0583232752499967 -0.0792744340155362 0.402055928027041
ASV_0148 -2.06478882792724 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -2.05467432831791 -3.48444248761427 -3.39998912356574 -2.23700140158822
ASV_0149 -0.455350915493137 -2.12185732319062 -0.242474244701912 -1.90534634620681 -0.488783976606715 0.653375872784298 -0.569148899015988 -0.0792744340155362 -0.627563489154117
ASV_0151 1.19330771009424 2.80731561831118 3.61474052423124 3.37582690833075 1.33576531544433 0.989848109405511 0.683614069479381 0.981597526669726 0.653370356307947
ASV_0152 1.19330771009424 -2.12185732319062 0.268351379064079 -1.90534634620681 1.48529704941529 1.79547327339215 1.69953464230238 1.76655225648279 1.75198264497606
ASV_0153 2.36602797091608 -2.12185732319062 -2.46380620669207 -1.90534634620681 3.09473496184939 3.06331948409884 1.32797108586989 2.1302202359125 0.0655836914058288
ASV_0154 0.500160529534299 -0.999346871459137 -0.647939352810077 -1.90534634620681 1.07983194130713 0.717914393921869 -0.751470455809941 -0.19705746967192 -0.627563489154117
ASV_0155 -0.273029358699182 2.04517556626429 1.60335244579642 2.6826797277708 -0.488783976606715 -0.668379967198021 -0.751470455809941 -0.4847395421237 -0.445241932360162
ASV_0157 -1.37164164736729 0.386947489660754 0.856138043966197 -1.90534634620681 -2.09822188904081 -0.956062039649803 -0.163683790907823 -0.890204650231865 -1.54385422102827
ASV_0158 0.420117821860764 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.20436320395323 0.941057945236079 -1.26229607957593 -1.58335183079181 -3.3605135176224
ASV_0159 0.707799894312545 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.609828312061395 1.0363681250404 1.51029264266385 1.55214238513734 1.25950615987826
ASV_0161 0.768424516128979 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 0.430232321470088 1.64642481698843 0.81454344200656 1.7332905119639
ASV_0162 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -0.445236415883812 -1.6677611876841 -0.667061098917655 -1.13838911292011
ASV_0164 -0.678494466807347 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.999609600372706 -0.956062039649803 -2.36090836824404 -3.39998912356574 -2.23700140158822
ASV_0167 -2.06478882792724 3.35736195523046 2.66624665186245 4.22757911906733 -2.09822188904081 -2.05467432831791 0.278148961371216 0.0260860816422896 0.707437577578223
ASV_0168 0.0146527137525982 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.711927527920924 -0.668379967198021 1.16545215637212 1.09079681863472 0.160893871210154
ASV_0170 -0.678494466807347 1.77324185078064 0.268351379064079 2.21267609852507 -0.711927527920924 -0.262914859089857 -0.163683790907823 -0.667061098917655 -2.23700140158822
ASV_0171 -3.1881689137771 3.20534574793183 2.53011447753787 3.79165480347446 -2.09822188904081 -1.36152714775797 -0.974614007124152 -0.890204650231865 -0.291091252532905
ASV_0172 2.27901659392645 -2.12185732319062 -2.46380620669207 -1.90534634620681 2.87159141053518 3.01422987390232 1.00638746174243 1.43707305535255 0.0655836914058288
ASV_0173 0.500160529534299 0.610091040974964 -2.46380620669207 0.315556113639184 0.79214986885535 0.835697429578253 -0.0583232752499967 -0.0792744340155362 0.653370356307947
ASV_0175 -0.455350915493137 0.099265417208974 -1.34108653337002 -1.90534634620681 0.79214986885535 0.653375872784298 0.123998281543958 -0.890204650231865 -0.627563489154117
ASV_0176 -0.118878678871924 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.711927527920924 -0.445236415883812 0.411680353995739 0.667939967814685 0.471048799513992
ASV_0177 1.19330771009424 -2.12185732319062 0.856138043966197 -1.90534634620681 0.946300548682608 1.12337950203003 0.411680353995739 0.362558318263503 0.596211942467999
ASV_0179 -3.1881689137771 3.06109613908728 4.1923029553575 3.36007855136261 -3.22170099916313 -3.17810942886306 -1.6677611876841 -3.39998912356574 -3.3605135176224
ASV_0180 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.30646241981276 -1.36152714775797 0.123998281543958 -0.4847395421237 0.247905248199783
ASV_0183 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.569148899015988 0.288450346109781 -0.850707040468327
ASV_0184 -2.06478882792724 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -2.05467432831791 1.35266369846027 0.81454344200656 1.16419598007394
ASV_0187 0.420117821860764 0.386947489660754 0.268351379064079 -1.90534634620681 0.846217090125625 0.717914393921869 -0.414998219188729 0.208407638436245 0.0655836914058288
ASV_0189 -3.1881689137771 1.5656024860024 1.65464574018397 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.974614007124152 -0.330588862296443 -0.445241932360162
ASV_0190 0.574268501688022 0.610091040974964 -2.46380620669207 0.315556113639184 0.386684760747185 0.142550249018306 -0.0583232752499967 -0.19705746967192 0.160893871210154
ASV_0191 0.930943445626754 -2.12185732319062 -2.46380620669207 -1.90534634620681 1.15987464898067 0.653375872784298 -0.414998219188729 -0.667061098917655 -0.627563489154117
ASV_0194 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -3.17810942886306 -3.48444248761427 -3.39998912356574 -1.54385422102827
ASV_0195 -0.966176539259127 2.93247876126519 3.35026134885912 2.65093102945622 -0.152311739985501 -3.17810942886306 -3.48444248761427 -2.27649901135176 -0.291091252532905
