tfin-2-a tfin-9-a tfin-9-b tfin-9-c tfin-2-b tfin-2-c tfin-6-a tfin-6-b tfin-6-c
ASV_0196 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0197 -0.678494466807347 -2.12185732319062 -1.34108653337002 -1.90534634620681 -2.09822188904081 -2.05467432831791 -0.569148899015988 0.288450346109781 -1.13838911292011
ASV_0198 -3.1881689137771 -2.12185732319062 -0.647939352810077 -1.90534634620681 -3.22170099916313 -2.05467432831791 -1.6677611876841 -1.58335183079181 0.160893871210154
ASV_0200 -0.118878678871924 1.9450921077073 0.738355008309814 -0.0899089944689813 -0.152311739985501 0.142550249018306 0.0369869045543281 0.208407638436245 -0.445241932360162
ASV_0201 -2.06478882792724 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -2.05467432831791 -0.974614007124152 -0.330588862296443 -1.54385422102827
ASV_0203 -2.06478882792724 0.610091040974964 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -2.36090836824404 -3.39998912356574 -2.23700140158822
ASV_0204 -3.1881689137771 1.5656024860024 1.83696729697792 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -1.17788672268365 -0.291091252532905
ASV_0205 0.825582929968927 -2.12185732319062 -1.34108653337002 -1.90534634620681 0.846217090125625 1.34652305334424 1.04028901341811 0.0260860816422896 -0.157559859908382
ASV_0206 -0.273029358699182 2.17870695888881 3.10156472312029 2.54914833514628 0.609828312061395 -0.445236415883812 -0.281466826564206 -3.39998912356574 -0.627563489154117
ASV_0207 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.152311739985501 0.653375872784298 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0209 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0211 -0.118878678871924 -0.999346871459137 -0.242474244701912 -1.90534634620681 -0.999609600372706 0.584383001297346 0.411680353995739 0.288450346109781 0.0655836914058288
ASV_0215 -1.37164164736729 3.59577297867545 2.94937290777837 4.36443830178453 -2.09822188904081 -1.36152714775797 -1.6677611876841 -1.17788672268365 -1.13838911292011
ASV_0217 -0.273029358699182 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.0990026882954034 -0.956062039649803 -0.569148899015988 -0.667061098917655 -1.13838911292011
ASV_0220 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -0.956062039649803 0.0369869045543281 -0.890204650231865 -1.54385422102827
ASV_0221 0.132435749408982 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.0990026882954034 0.430232321470088 -0.414998219188729 0.0260860816422896 -1.13838911292011
ASV_0224 -3.1881689137771 -2.12185732319062 3.54171538921635 -0.0899089944689813 -3.22170099916313 -3.17810942886306 -3.48444248761427 -3.39998912356574 0.0655836914058288
ASV_0225 0.0146527137525982 -0.306199690899192 -0.242474244701912 -1.90534634620681 0.20436320395323 0.0247672133619243 -0.751470455809941 -0.330588862296443 -0.157559859908382
ASV_0226 -0.966176539259127 -2.12185732319062 -0.647939352810077 -1.90534634620681 -0.999609600372706 -0.262914859089857 -0.974614007124152 -0.667061098917655 -1.54385422102827
ASV_0227 -1.37164164736729 -2.12185732319062 -0.242474244701912 0.315556113639184 -3.22170099916313 -3.17810942886306 -0.569148899015988 -0.0792744340155362 -1.54385422102827
ASV_0228 0.0146527137525982 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.20436320395323 0.142550249018306 -0.414998219188729 -0.4847395421237 -0.291091252532905
ASV_0230 -0.678494466807347 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -0.668379967198021 -1.6677611876841 -2.27649901135176 -3.3605135176224
ASV_0232 0.574268501688022 -2.12185732319062 -0.647939352810077 -1.90534634620681 0.540835440574443 0.510275029143624 1.42328126567422 1.53016347841856 1.16419598007394
ASV_0235 -2.06478882792724 2.25874966656235 1.54928522452614 3.22427701020355 -3.22170099916313 -2.05467432831791 -0.414998219188729 -0.0792744340155362 -0.291091252532905
ASV_0240 -3.1881689137771 -2.12185732319062 -1.34108653337002 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.974614007124152 -3.39998912356574 -1.13838911292011
ASV_0243 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -1.6677611876841 -3.39998912356574 -1.54385422102827
ASV_0246 -1.37164164736729 0.610091040974964 -2.46380620669207 -1.90534634620681 -0.30646241981276 -2.05467432831791 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0250 -0.678494466807347 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.30646241981276 -0.445236415883812 -0.414998219188729 -0.0792744340155362 -0.157559859908382
ASV_0254 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -1.6677611876841 -0.0792744340155362 -0.627563489154117
ASV_0255 -1.37164164736729 -0.306199690899192 0.856138043966197 -1.90534634620681 0.0990026882954034 -0.668379967198021 -0.751470455809941 0.556714332704461 -2.23700140158822
ASV_0257 -3.1881689137771 1.9450921077073 2.83330073652562 1.41416840230729 -2.09822188904081 -2.05467432831791 -1.6677611876841 -3.39998912356574 -2.23700140158822
ASV_0259 -1.37164164736729 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.30646241981276 -0.262914859089857 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0262 -3.1881689137771 0.386947489660754 2.09290067111512 1.00870329419913 -3.22170099916313 -3.17810942886306 -3.48444248761427 -1.17788672268365 -0.627563489154117
ASV_0266 -0.455350915493137 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.711927527920924 -0.445236415883812 -1.26229607957593 -0.667061098917655 -1.13838911292011
ASV_0269 1.02625362543108 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.609828312061395 -1.36152714775797 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0271 -1.37164164736729 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -2.05467432831791 0.529463389652122 0.613872746544409 0.471048799513992
ASV_0272 -0.273029358699182 -0.306199690899192 -2.46380620669207 -1.90534634620681 -0.711927527920924 -0.668379967198021 -1.26229607957593 -1.17788672268365 -2.23700140158822
ASV_0273 1.02625362543108 -2.12185732319062 -2.46380620669207 -1.90534634620681 1.48529704941529 1.16420149655029 -0.281466826564206 -0.667061098917655 -3.3605135176224
ASV_0275 -3.1881689137771 -0.999346871459137 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -2.36090836824404 -1.58335183079181 -2.23700140158822
ASV_0278 -3.1881689137771 -0.999346871459137 -2.46380620669207 -1.90534634620681 -2.09822188904081 -3.17810942886306 -2.36090836824404 -3.39998912356574 -3.3605135176224
ASV_0279 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -2.05467432831791 -1.6677611876841 -3.39998912356574 -2.23700140158822
ASV_0281 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.569148899015988 -0.667061098917655 -1.54385422102827
ASV_0285 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0291 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0292 -0.678494466807347 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -0.956062039649803 0.347141832858168 -0.667061098917655 -0.627563489154117
ASV_0293 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -1.36152714775797 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0299 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -3.17810942886306 0.529463389652122 0.942376813516445 1.40058475813817
ASV_0303 -0.273029358699182 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 0.989848109405511 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0306 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -0.668379967198021 0.971296141931162 0.90155481899619 0.596211942467999
ASV_0307 -2.06478882792724 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.711927527920924 -2.05467432831791 -0.281466826564206 -0.667061098917655 -0.445241932360162
ASV_0318 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.974614007124152 -0.330588862296443 -1.13838911292011
ASV_0320 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 0.730134085114273 0.667939967814685 0.596211942467999
ASV_0321 -1.37164164736729 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 0.142550249018306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0323 -0.678494466807347 -2.12185732319062 -1.34108653337002 -1.90534634620681 -0.488783976606715 -0.668379967198021 -1.6677611876841 -0.890204650231865 -1.54385422102827
ASV_0324 -3.1881689137771 0.946563277596177 0.268351379064079 1.41416840230729 -1.40507470848087 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0325 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -1.6677611876841 -0.667061098917655 -0.627563489154117
ASV_0329 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -2.36090836824404 -3.39998912356574 -3.3605135176224
ASV_0330 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.999609600372706 -2.05467432831791 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0332 -3.1881689137771 -2.12185732319062 2.21426152811939 -1.90534634620681 -3.22170099916313 -3.17810942886306 -1.6677611876841 -3.39998912356574 -1.54385422102827
ASV_0333 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -2.05467432831791 -1.26229607957593 -1.17788672268365 -1.54385422102827
ASV_0334 -0.966176539259127 0.386947489660754 1.49212681068619 -0.0899089944689813 -0.152311739985501 -1.36152714775797 -3.48444248761427 -3.39998912356574 -1.54385422102827
ASV_0335 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.163683790907823 -0.667061098917655 -1.54385422102827
ASV_0338 0.132435749408982 -0.306199690899192 0.450672935858034 -1.90534634620681 -0.711927527920924 -2.05467432831791 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0342 -0.678494466807347 -2.12185732319062 -1.34108653337002 -0.0899089944689813 -0.488783976606715 -2.05467432831791 -1.6677611876841 -1.17788672268365 -0.445241932360162
ASV_0348 -0.118878678871924 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -0.668379967198021 -0.281466826564206 -0.667061098917655 0.327947955873319
ASV_0350 0.132435749408982 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.20436320395323 -0.108764179262598 -1.6677611876841 -3.39998912356574 -1.54385422102827
ASV_0351 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -0.569148899015988 0.121396261446615 -0.157559859908382
ASV_0355 -3.1881689137771 -2.12185732319062 1.65464574018397 0.603238186090964 -3.22170099916313 -3.17810942886306 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0369 -0.678494466807347 -2.12185732319062 0.268351379064079 2.10731558286724 -0.999609600372706 -3.17810942886306 -2.36090836824404 -2.27649901135176 -3.3605135176224
ASV_0371 -0.273029358699182 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -1.36152714775797 -0.974614007124152 -1.17788672268365 -3.3605135176224
ASV_0373 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -0.956062039649803 -0.414998219188729 -0.4847395421237 -0.445241932360162
ASV_0379 -0.966176539259127 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.711927527920924 -1.36152714775797 -1.6677611876841 -0.890204650231865 -3.3605135176224
ASV_0386 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -2.05467432831791 -0.163683790907823 0.556714332704461 0.0655836914058288
ASV_0396 0.132435749408982 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.30646241981276 -0.445236415883812 -1.26229607957593 -0.19705746967192 -1.13838911292011
ASV_0398 -3.1881689137771 -2.12185732319062 -0.242474244701912 -1.90534634620681 0.0990026882954034 -0.956062039649803 -3.48444248761427 -3.39998912356574 -1.13838911292011
ASV_0399 -3.1881689137771 2.91267613396901 1.14382011641798 1.16285397402639 -2.09822188904081 -2.05467432831791 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0403 -0.678494466807347 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.30646241981276 -1.36152714775797 -3.48444248761427 -2.27649901135176 -3.3605135176224
ASV_0432 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -2.05467432831791 -0.974614007124152 -1.17788672268365 -1.13838911292011
ASV_0442 -2.06478882792724 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -1.36152714775797 -0.751470455809941 -1.17788672268365 -1.13838911292011
ASV_0461 -3.1881689137771 0.946563277596177 0.856138043966197 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -1.17788672268365 -0.445241932360162
ASV_0473 -2.06478882792724 -2.12185732319062 -2.46380620669207 -1.90534634620681 -1.40507470848087 -1.36152714775797 -0.751470455809941 -0.4847395421237 -1.13838911292011
ASV_0527 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -2.09822188904081 -3.17810942886306 -0.163683790907823 -1.58335183079181 -0.291091252532905
ASV_0551 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0572 0.825582929968927 -2.12185732319062 -2.46380620669207 -1.90534634620681 -0.711927527920924 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0662 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 0.0990026882954034 -3.17810942886306 -3.48444248761427 -3.39998912356574 -3.3605135176224
ASV_0681 -3.1881689137771 -2.12185732319062 -2.46380620669207 -1.90534634620681 -3.22170099916313 -3.17810942886306 -3.48444248761427 0.208407638436245 -3.3605135176224
